n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,15,1620.0,26,258.0
 2 ,68,415.0,132,1530.0
 3 ,91,254.0,179,1600.0
 4 ,185,165.0,363,3000.0
 5 ,352,189.0,692,919.0
 6 ,411,28000.0,811,994.0
 7 ,510,509.0,1007,560.0
 8 ,583,157.0,1144,239.0
 9 ,609,282.0,1197,246.0
10 ,675,210.0,1328,233.0
11 ,910,162.0,1787,180.0
12 ,968,103.0,1903,172.0
13 ,1120,92.2,2198,122.0
14 ,1378,30.3,2702,60.3
15 ,1461,1320.0,2867,78.6
16 ,1589,20.3,3113,33.0
17 ,1767,167.0,3460,41.3
