n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,14,671.0,24,523.0
 2 ,319,466.0,625,5130.0
 3 ,510,27900.0,1008,8700.0
 4 ,1114,321000.0,2195,1670.0
 5 ,1172,32.3,2304,110.0
 6 ,1460,416.0,2862,69.2
 7 ,1766,50.8,3457,24.8
