n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,14,691.0,24,139.0
 2 ,351,236.0,690,2670.0
 3 ,510,6100.0,1008,2170.0
 4 ,608,112.0,1194,1190.0
 5 ,1114,75700.0,2188,593.0
 6 ,1460,659.0,2865,35.7
 7 ,1766,65.7,3458,6.74
