n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,16,3600.0,26,503.0
 2 ,508,614.0,1009,868.0
 3 ,510,2190.0,1009,1610.0
 4 ,553,181.0,1087,1140.0
 5 ,563,407.0,1109,1050.0
 6 ,1064,778.0,2096,1860.0
 7 ,1369,677.0,2684,1400.0
 8 ,1461,323.0,2865,462.0
 9 ,1577,67900.0,3099,386.0
