n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,25,223.0,45,943.0
 2 ,58,73400.0,101,9000.0
 3 ,114,121.0,227,633.0
 4 ,512,49.6,1048,148.0
 5 ,825,221.0,1698,230.0
 6 ,1172,67.1,2411,200.0
 7 ,1332,7040.0,2745,106.0
 8 ,1368,56.9,2814,24.4
 9 ,1461,57.8,3004,12.8
10 ,1643,64.0,3380,4.75
11 ,1764,7.58,3626,0.72
