n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,40,693.0,87,525.0
 2 ,72,409.0,158,1040.0
 3 ,74,643.0,158,1130.0
 4 ,145,62100.0,303,2460.0
 5 ,165,149.0,343,599.0
 6 ,236,42.0,492,243.0
 7 ,238,190.0,492,274.0
 8 ,293,185.0,606,379.0
 9 ,351,172.0,727,283.0
10 ,583,138.0,1199,125.0
11 ,609,208.0,1252,98.0
12 ,795,29.4,1632,66.0
13 ,911,109.0,1871,90.3
14 ,968,58.4,1988,59.4
15 ,1120,61.8,2296,63.5
16 ,1460,713.0,2996,26.0
17 ,1764,60.8,3615,10.0
18 ,1847,9.14,3785,6.8
