n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,15,209.0,24,105.0
 2 ,140,58200.0,277,3270.0
 3 ,1120,18.6,2190,21.8
 4 ,1462,233.0,2856,6.15
 5 ,1769,19.1,3449,6.85
