n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,129,862.0,257,9250.0
 2 ,140,67100.0,282,5630.0
 3 ,234,22.7,472,69.3
 4 ,280,61.7,570,90.2
 5 ,366,9.93,746,11.6
 6 ,609,15.4,1249,2.25
 7 ,1120,8.79,2302,3.54
 8 ,1460,66.4,3005,6.67
