n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,72,1090.0,164,12600.0
 2 ,74,1800.0,164,12500.0
 3 ,84,1050.0,185,16900.0
 4 ,508,1190.0,1096,1490.0
 5 ,511,1650.0,1096,1990.0
 6 ,553,746.0,1186,1670.0
 7 ,564,717.0,1212,2600.0
 8 ,583,157.0,1249,1400.0
 9 ,609,239.0,1304,1650.0
10 ,911,127.0,1944,1500.0
11 ,1064,1260.0,2276,3010.0
12 ,1368,771.0,2921,3310.0
13 ,1460,715.0,3121,1260.0
14 ,1575,88300.0,3366,1120.0
15 ,1731,55.5,3692,68.8
16 ,1764,51.0,3763,53.8
