n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,72,895.0,164,1600.0
 2 ,74,1800.0,164,1580.0
 3 ,84,960.0,189,1780.0
 4 ,87,305.0,189,2140.0
 5 ,140,160000.0,305,5440.0
 6 ,280,296.0,601,245.0
 7 ,582,30.8,1245,10.3
 8 ,608,39.1,1303,17.6
 9 ,910,17.5,1944,9.49
10 ,1459,108.0,3116,0.0
