n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,58,223000.0,131,34100.0
 2 ,116,649.0,253,1340.0
 3 ,583,50.4,1244,189.0
 4 ,826,369.0,1769,371.0
 5 ,846,154.0,1809,237.0
 6 ,1173,154.0,2509,351.0
 7 ,1332,10900.0,2851,299.0
 8 ,1368,160.0,2920,97.3
 9 ,1460,197.0,3116,21.3
10 ,1642,124.0,3504,12.9
