n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,14,728.0,23,283.0
 2 ,58,58400.0,110,9090.0
 3 ,510,143.0,1005,202.0
 4 ,825,307.0,1620,330.0
 5 ,846,132.0,1659,184.0
 6 ,1173,150.0,2293,189.0
 7 ,1333,10900.0,2615,182.0
 8 ,1369,123.0,2677,45.9
 9 ,1644,128.0,3213,5.81
