n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,39,6820.0,92,14700.0
 2 ,59,286000.0,136,57700.0
 3 ,99,227.0,215,3030.0
 4 ,103,282.0,222,2300.0
 5 ,118,2120.0,260,2820.0
 6 ,583,29.4,1249,14.8
 7 ,609,31.9,1303,22.2
 8 ,1460,82.9,3117,9.75
