n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,58,116000.0,110,18300.0
 2 ,510,174.0,1004,331.0
 3 ,825,459.0,1620,399.0
 4 ,846,548.0,1660,398.0
 5 ,1173,995.0,2299,435.0
 6 ,1332,16800.0,2615,423.0
 7 ,1369,679.0,2680,210.0
 8 ,1644,418.0,3214,53.7
 9 ,1814,76.9,3541,26.0
