n_peak,Energy (Kev),Peak Net Area,End_Roi,continum_count
 1 ,149,211.0,296,4990.0
 2 ,238,522.0,487,5840.0
 3 ,295,143.0,601,2720.0
 4 ,352,337.0,722,2180.0
 5 ,511,4360.0,1052,2340.0
 6 ,583,363.0,1197,1320.0
 7 ,609,513.0,1249,1260.0
 8 ,910,384.0,1878,2010.0
 9 ,968,174.0,1990,898.0
10 ,1114,42500.0,2303,345.0
11 ,1119,204.0,2303,204.0
12 ,1407,49.2,2896,62.9
13 ,1460,2330.0,3011,111.0
14 ,1588,19.4,3265,57.5
15 ,1621,25.2,3333,29.1
16 ,1730,24.6,3559,23.3
17 ,1765,188.0,3633,36.0
